url,image,name,price
https://scrapeme.live/shop/Bulbasaur/,https://scrapeme.live/wp-content/uploads/2018/08/001-350x350.png,Bulbasaur,£63.00
https://scrapeme.live/shop/Ivysaur/,https://scrapeme.live/wp-content/uploads/2018/08/002-350x350.png,Ivysaur,£87.00
https://scrapeme.live/shop/Venusaur/,https://scrapeme.live/wp-content/uploads/2018/08/003-350x350.png,Venusaur,£105.00
https://scrapeme.live/shop/Charmander/,https://scrapeme.live/wp-content/uploads/2018/08/004-350x350.png,Charmander,£48.00
https://scrapeme.live/shop/Charmeleon/,https://scrapeme.live/wp-content/uploads/2018/08/005-350x350.png,Charmeleon,£165.00
https://scrapeme.live/shop/Charizard/,https://scrapeme.live/wp-content/uploads/2018/08/006-350x350.png,Charizard,£156.00
https://scrapeme.live/shop/Squirtle/,https://scrapeme.live/wp-content/uploads/2018/08/007-350x350.png,Squirtle,£130.00
https://scrapeme.live/shop/Wartortle/,https://scrapeme.live/wp-content/uploads/2018/08/008-350x350.png,Wartortle,£123.00
https://scrapeme.live/shop/Blastoise/,https://scrapeme.live/wp-content/uploads/2018/08/009-350x350.png,Blastoise,£76.00
https://scrapeme.live/shop/Caterpie/,https://scrapeme.live/wp-content/uploads/2018/08/010-350x350.png,Caterpie,£73.00
https://scrapeme.live/shop/Metapod/,https://scrapeme.live/wp-content/uploads/2018/08/011-350x350.png,Metapod,£148.00
https://scrapeme.live/shop/Butterfree/,https://scrapeme.live/wp-content/uploads/2018/08/012-350x350.png,Butterfree,£162.00
https://scrapeme.live/shop/Weedle/,https://scrapeme.live/wp-content/uploads/2018/08/013-350x350.png,Weedle,£25.00
https://scrapeme.live/shop/Kakuna/,https://scrapeme.live/wp-content/uploads/2018/08/014-350x350.png,Kakuna,£148.00
https://scrapeme.live/shop/Beedrill/,https://scrapeme.live/wp-content/uploads/2018/08/015-350x350.png,Beedrill,£168.00
https://scrapeme.live/shop/Pidgey/,https://scrapeme.live/wp-content/uploads/2018/08/016-350x350.png,Pidgey,£159.00
https://scrapeme.live/shop/Pidgeotto/,https://scrapeme.live/wp-content/uploads/2018/08/017-350x350.png,Pidgeotto,£84.00
https://scrapeme.live/shop/Pidgeot/,https://scrapeme.live/wp-content/uploads/2018/08/018-350x350.png,Pidgeot,£185.00
https://scrapeme.live/shop/Rattata/,https://scrapeme.live/wp-content/uploads/2018/08/019-350x350.png,Rattata,£128.00
https://scrapeme.live/shop/Raticate/,https://scrapeme.live/wp-content/uploads/2018/08/020-350x350.png,Raticate,£60.00
https://scrapeme.live/shop/Spearow/,https://scrapeme.live/wp-content/uploads/2018/08/021-350x350.png,Spearow,£133.00
https://scrapeme.live/shop/Fearow/,https://scrapeme.live/wp-content/uploads/2018/08/022-350x350.png,Fearow,£95.00
https://scrapeme.live/shop/Ekans/,https://scrapeme.live/wp-content/uploads/2018/08/023-350x350.png,Ekans,£55.00
https://scrapeme.live/shop/Arbok/,https://scrapeme.live/wp-content/uploads/2018/08/024-350x350.png,Arbok,£182.00
https://scrapeme.live/shop/Pikachu/,https://scrapeme.live/wp-content/uploads/2018/08/025-350x350.png,Pikachu,£37.00
https://scrapeme.live/shop/Raichu/,https://scrapeme.live/wp-content/uploads/2018/08/026-350x350.png,Raichu,£140.00
https://scrapeme.live/shop/Sandshrew/,https://scrapeme.live/wp-content/uploads/2018/08/027-350x350.png,Sandshrew,£82.00
https://scrapeme.live/shop/Sandslash/,https://scrapeme.live/wp-content/uploads/2018/08/028-350x350.png,Sandslash,£155.00
https://scrapeme.live/shop/Nidorina/,https://scrapeme.live/wp-content/uploads/2018/08/030-350x350.png,Nidorina,£28.00
https://scrapeme.live/shop/Nidoqueen/,https://scrapeme.live/wp-content/uploads/2018/08/031-350x350.png,Nidoqueen,£106.00
https://scrapeme.live/shop/Nidorino/,https://scrapeme.live/wp-content/uploads/2018/08/033-350x350.png,Nidorino,£179.00
https://scrapeme.live/shop/Nidoking/,https://scrapeme.live/wp-content/uploads/2018/08/034-350x350.png,Nidoking,£31.00
https://scrapeme.live/shop/Clefairy/,https://scrapeme.live/wp-content/uploads/2018/08/035-350x350.png,Clefairy,£160.00
https://scrapeme.live/shop/Clefable/,https://scrapeme.live/wp-content/uploads/2018/08/036-350x350.png,Clefable,£188.00
https://scrapeme.live/shop/Vulpix/,https://scrapeme.live/wp-content/uploads/2018/08/037-350x350.png,Vulpix,£85.00
https://scrapeme.live/shop/Ninetales/,https://scrapeme.live/wp-content/uploads/2018/08/038-350x350.png,Ninetales,£52.00
https://scrapeme.live/shop/Jigglypuff/,https://scrapeme.live/wp-content/uploads/2018/08/039-350x350.png,Jigglypuff,£61.00
https://scrapeme.live/shop/Wigglytuff/,https://scrapeme.live/wp-content/uploads/2018/08/040-350x350.png,Wigglytuff,£130.00
https://scrapeme.live/shop/Zubat/,https://scrapeme.live/wp-content/uploads/2018/08/041-350x350.png,Zubat,£125.00
https://scrapeme.live/shop/Golbat/,https://scrapeme.live/wp-content/uploads/2018/08/042-350x350.png,Golbat,£136.00
https://scrapeme.live/shop/Oddish/,https://scrapeme.live/wp-content/uploads/2018/08/043-350x350.png,Oddish,£45.00
https://scrapeme.live/shop/Gloom/,https://scrapeme.live/wp-content/uploads/2018/08/044-350x350.png,Gloom,£178.00
https://scrapeme.live/shop/Vileplume/,https://scrapeme.live/wp-content/uploads/2018/08/045-350x350.png,Vileplume,£170.00
https://scrapeme.live/shop/Paras/,https://scrapeme.live/wp-content/uploads/2018/08/046-350x350.png,Paras,£168.00
https://scrapeme.live/shop/Parasect/,https://scrapeme.live/wp-content/uploads/2018/08/047-350x350.png,Parasect,£27.00
https://scrapeme.live/shop/Venonat/,https://scrapeme.live/wp-content/uploads/2018/08/048-350x350.png,Venonat,£158.00
https://scrapeme.live/shop/Venomoth/,https://scrapeme.live/wp-content/uploads/2018/08/049-350x350.png,Venomoth,£53.00
https://scrapeme.live/shop/Diglett/,https://scrapeme.live/wp-content/uploads/2018/08/050-350x350.png,Diglett,£122.00
https://scrapeme.live/shop/Dugtrio/,https://scrapeme.live/wp-content/uploads/2018/08/051-350x350.png,Dugtrio,£111.00
https://scrapeme.live/shop/Meowth/,https://scrapeme.live/wp-content/uploads/2018/08/052-350x350.png,Meowth,£131.00
https://scrapeme.live/shop/Persian/,https://scrapeme.live/wp-content/uploads/2018/08/053-350x350.png,Persian,£200.00
https://scrapeme.live/shop/Psyduck/,https://scrapeme.live/wp-content/uploads/2018/08/054-350x350.png,Psyduck,£182.00
https://scrapeme.live/shop/Golduck/,https://scrapeme.live/wp-content/uploads/2018/08/055-350x350.png,Golduck,£31.00
https://scrapeme.live/shop/Mankey/,https://scrapeme.live/wp-content/uploads/2018/08/056-350x350.png,Mankey,£125.00
https://scrapeme.live/shop/Primeape/,https://scrapeme.live/wp-content/uploads/2018/08/057-350x350.png,Primeape,£86.00
https://scrapeme.live/shop/Growlithe/,https://scrapeme.live/wp-content/uploads/2018/08/058-350x350.png,Growlithe,£30.00
https://scrapeme.live/shop/Arcanine/,https://scrapeme.live/wp-content/uploads/2018/08/059-350x350.png,Arcanine,£69.00
https://scrapeme.live/shop/Poliwag/,https://scrapeme.live/wp-content/uploads/2018/08/060-350x350.png,Poliwag,£174.00
https://scrapeme.live/shop/Poliwhirl/,https://scrapeme.live/wp-content/uploads/2018/08/061-350x350.png,Poliwhirl,£121.00
https://scrapeme.live/shop/Poliwrath/,https://scrapeme.live/wp-content/uploads/2018/08/062-350x350.png,Poliwrath,£152.00
https://scrapeme.live/shop/Abra/,https://scrapeme.live/wp-content/uploads/2018/08/063-350x350.png,Abra,£141.00
https://scrapeme.live/shop/Kadabra/,https://scrapeme.live/wp-content/uploads/2018/08/064-350x350.png,Kadabra,£129.00
https://scrapeme.live/shop/Alakazam/,https://scrapeme.live/wp-content/uploads/2018/08/065-350x350.png,Alakazam,£40.00
https://scrapeme.live/shop/Machop/,https://scrapeme.live/wp-content/uploads/2018/08/066-350x350.png,Machop,£166.00
https://scrapeme.live/shop/Comfey/,https://scrapeme.live/wp-content/uploads/2018/08/764-350x350.png,Comfey,£28.00
https://scrapeme.live/shop/Oranguru/,https://scrapeme.live/wp-content/uploads/2018/08/765-350x350.png,Oranguru,£139.00
https://scrapeme.live/shop/Passimian/,https://scrapeme.live/wp-content/uploads/2018/08/766-350x350.png,Passimian,£182.00
https://scrapeme.live/shop/Wimpod/,https://scrapeme.live/wp-content/uploads/2018/08/767-350x350.png,Wimpod,£137.00
https://scrapeme.live/shop/Golisopod/,https://scrapeme.live/wp-content/uploads/2018/08/768-350x350.png,Golisopod,£32.00
https://scrapeme.live/shop/Sandygast/,https://scrapeme.live/wp-content/uploads/2018/08/769-350x350.png,Sandygast,£131.00
https://scrapeme.live/shop/Palossand/,https://scrapeme.live/wp-content/uploads/2018/08/770-350x350.png,Palossand,£187.00
https://scrapeme.live/shop/Pyukumuku/,https://scrapeme.live/wp-content/uploads/2018/08/771-350x350.png,Pyukumuku,£97.00
https://scrapeme.live/shop/Silvally/,https://scrapeme.live/wp-content/uploads/2018/08/773-350x350.png,Silvally,£133.00
https://scrapeme.live/shop/Komala/,https://scrapeme.live/wp-content/uploads/2018/08/775-350x350.png,Komala,£65.00
https://scrapeme.live/shop/Turtonator/,https://scrapeme.live/wp-content/uploads/2018/08/776-350x350.png,Turtonator,£117.00
https://scrapeme.live/shop/Togedemaru/,https://scrapeme.live/wp-content/uploads/2018/08/777-350x350.png,Togedemaru,£45.00
https://scrapeme.live/shop/Drampa/,https://scrapeme.live/wp-content/uploads/2018/08/780-350x350.png,Drampa,£133.00
https://scrapeme.live/shop/Jangmo-o/,https://scrapeme.live/wp-content/uploads/2018/08/782-350x350.png,Jangmo-o,£107.00
https://scrapeme.live/shop/Hakamo-o/,https://scrapeme.live/wp-content/uploads/2018/08/783-350x350.png,Hakamo-o,£57.00
https://scrapeme.live/shop/Kommo-o/,https://scrapeme.live/wp-content/uploads/2018/08/784-350x350.png,Kommo-o,£170.00
https://scrapeme.live/shop/Tapu-koko/,https://scrapeme.live/wp-content/uploads/2018/08/785-350x350.png,Tapu-koko,£159.00
https://scrapeme.live/shop/Tapu-lele/,https://scrapeme.live/wp-content/uploads/2018/08/786-350x350.png,Tapu-lele,£62.00
https://scrapeme.live/shop/Tapu-bulu/,https://scrapeme.live/wp-content/uploads/2018/08/787-350x350.png,Tapu-bulu,£165.00
https://scrapeme.live/shop/Tapu-fini/,https://scrapeme.live/wp-content/uploads/2018/08/788-350x350.png,Tapu-fini,£123.00
https://scrapeme.live/shop/Solgaleo/,https://scrapeme.live/wp-content/uploads/2018/08/791-350x350.png,Solgaleo,£125.00
https://scrapeme.live/shop/Lunala/,https://scrapeme.live/wp-content/uploads/2018/08/792-350x350.png,Lunala,£58.00
https://scrapeme.live/shop/Nihilego/,https://scrapeme.live/wp-content/uploads/2018/08/793-350x350.png,Nihilego,£67.00
https://scrapeme.live/shop/Buzzwole/,https://scrapeme.live/wp-content/uploads/2018/08/794-350x350.png,Buzzwole,£172.00
https://scrapeme.live/shop/Pheromosa/,https://scrapeme.live/wp-content/uploads/2018/08/795-350x350.png,Pheromosa,£62.00
https://scrapeme.live/shop/Xurkitree/,https://scrapeme.live/wp-content/uploads/2018/08/796-350x350.png,Xurkitree,£174.00
https://scrapeme.live/shop/Celesteela/,https://scrapeme.live/wp-content/uploads/2018/08/797-350x350.png,Celesteela,£151.00
https://scrapeme.live/shop/Kartana/,https://scrapeme.live/wp-content/uploads/2018/08/798-350x350.png,Kartana,£197.00
https://scrapeme.live/shop/Guzzlord/,https://scrapeme.live/wp-content/uploads/2018/08/799-350x350.png,Guzzlord,£73.00
https://scrapeme.live/shop/Necrozma/,https://scrapeme.live/wp-content/uploads/2018/08/800-350x350.png,Necrozma,£68.00
https://scrapeme.live/shop/Marshadow/,https://scrapeme.live/wp-content/uploads/2018/08/802-350x350.png,Marshadow,£107.00
https://scrapeme.live/shop/Poipole/,https://scrapeme.live/wp-content/uploads/2018/08/803-350x350.png,Poipole,£130.00
https://scrapeme.live/shop/Naganadel/,https://scrapeme.live/wp-content/uploads/2018/08/804-350x350.png,Naganadel,£30.00
https://scrapeme.live/shop/Stakataka/,https://scrapeme.live/wp-content/uploads/2018/08/805-350x350.png,Stakataka,£190.00
https://scrapeme.live/shop/Blacephalon/,https://scrapeme.live/wp-content/uploads/2018/08/806-350x350.png,Blacephalon,£149.00
https://scrapeme.live/shop/Machoke/,https://scrapeme.live/wp-content/uploads/2018/08/067-350x350.png,Machoke,£27.00
https://scrapeme.live/shop/Machamp/,https://scrapeme.live/wp-content/uploads/2018/08/068-350x350.png,Machamp,£121.00
https://scrapeme.live/shop/Bellsprout/,https://scrapeme.live/wp-content/uploads/2018/08/069-350x350.png,Bellsprout,£74.00
https://scrapeme.live/shop/Weepinbell/,https://scrapeme.live/wp-content/uploads/2018/08/070-350x350.png,Weepinbell,£26.00
https://scrapeme.live/shop/Victreebel/,https://scrapeme.live/wp-content/uploads/2018/08/071-350x350.png,Victreebel,£68.00
